conv_id,turn,speaker,clause_number,clause,emotion,expanded emotion cause evidence,expanded emotion cause span,type
tr_4103,7,A,2,The angle is so terrible and so correct .,happiness,"[3, 7]",['The angle is so terrible and so correct .'],"['no-context', 'self-contagion']"
tr_4103,8,B,1,What a good goal !,happiness,"[6, 8]",['What a good goal !'],"['no-context', 'self-contagion']"
tr_3192,1,A,1,I'm so glad that the Spring Festival is near at hand .,happiness,[1],"[""I'm so glad that the Spring Festival is near at hand .""]",['no-context']
tr_3192,2,B,1,Me too .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3192,2,B,2,I like the festival best of all .,happiness,"[1, 2]",['I like the festival best of all .'],"['no-context', 'inter-personal']"
tr_3192,3,A,1,"Think of the big face down the eve , hmm .",happiness,[3],"['Think of the big face down the eve , hmm .']",['no-context']
tr_3192,4,B,1,"And special TV programs , fire crackers and the games to play .",happiness,"[3, 4]","['And special TV programs , fire crackers and the games to play .']","['no-context', 'inter-personal']"
tr_3192,5,A,1,"Hey , do you know any mystery belief serve the festival ?",neutral,[],[],[]
tr_3192,6,B,1,Such as ?,neutral,[],[],[]
tr_3192,7,A,1,You know why fire crackers are set off in festival .,neutral,[],[],[]
tr_3192,8,B,1,Why ?,neutral,[],[],[]
tr_3192,8,B,2,To welcome the new year of course ?,neutral,[],[],[]
tr_3192,9,A,1,And also to frighten away evil spirits .,neutral,[],[],[]
tr_3192,10,B,1,Really ?,surprise,[9],[],['inter-personal']
tr_3192,11,A,1,And my parents say the whole year will be as good or as bad as new year day itself and bad or rude words on the day will bring a bad year .,neutral,[],[],[]
tr_3192,12,B,1,"Oh , that's why my parents never scold me that day .",neutral,[],[],[]
tr_3192,12,B,2,They always try to avoid tears and quarrels .,neutral,[],[],[]
tr_1614,1,A,1,"Jenny , you look terrible .",neutral,[],[],[]
tr_1614,1,A,2,What's eating you ?,neutral,[],[],[]
tr_1614,2,B,1,Don't brother me !,anger,[1],[],['inter-personal']
tr_1614,3,A,1,"Hey , chill out , I'm just trying to help .",neutral,[],[],[]
tr_1614,4,B,1,"Sorry , Sally , it's not your fault .",sadness,"[3, 4, 'b']","[""Sorry , Sally , it's not your fault .""]","['latent', 'no-context', 'inter-personal']"
tr_1614,5,A,1,"So , what's the problem ?",neutral,[],[],[]
tr_1614,6,B,1,I drew a blank on the algebra test .,sadness,[6],['I drew a blank on the algebra test .'],['no-context']
tr_1614,7,A,1,No kidding !,surprise,[6],[],['inter-personal']
tr_1614,7,A,2,Didn't you study for it ?,surprise,[6],[],['inter-personal']
tr_1614,8,B,1,"Yeah , but nothing was clear during the test .",sadness,[6],[],['self-contagion']
tr_1614,9,A,1,"That's too bad , anyway , I'm sure things will turn around next semester .",neutral,[],[],[]
tr_1614,10,B,1,I'm thinking of dropping out .,sadness,"[6, 10]","[""I'm thinking of dropping out .""]","['no-context', 'self-contagion']"
tr_1614,11,A,1,"You can't do that , Jenny !",surprise,[10],[],['inter-personal']
tr_1614,12,B,1,"I'm dead serious about this , Sally .",sadness,"[6, 10]",[],['self-contagion']
tr_1614,13,A,1,"Come on , let's talk about it .",neutral,[],[],[]
tr_2511,1,A,1,Hi .,neutral,[],[],[]
tr_2511,1,A,2,"Ed , what's up ?",neutral,[],[],[]
tr_2511,2,B,1,Nothing .,neutral,[],[],[]
tr_2511,3,A,1,Doesn't look like it to me .,neutral,[],[],[]
tr_2511,4,B,1,Just get out of my face !,anger,['b'],[],['latent']
tr_2511,5,A,1,"Woo , easy .",neutral,[],[],[]
tr_2511,6,B,1,Leave me alone !,anger,['b'],[],['latent']
tr_2511,7,A,1,What are you so ticked off about ?,neutral,[],[],[]
tr_2511,8,B,1,I don't want to talk about it .,neutral,[],[],[]
tr_2511,9,A,1,Maybe I could help .,neutral,[],[],[]
tr_2511,10,B,1,I blew the finally exam .,sadness,[10],['I blew the finally exam .'],['no-context']
tr_2511,11,A,1,You've got be joking .,surprise,[10],[],['inter-personal']
tr_2511,12,B,1,"No , I'm not .",neutral,[],[],[]
tr_2511,13,A,1,"Well , don't get bend on a ship about it .",neutral,[],[],[]
tr_4080,1,A,1,I think that the company retreat should be in the mountains this year .,happiness,[1],['I think that the company retreat should be in the mountains this year .'],['no-context']
tr_4080,2,B,1,What a great idea !,happiness,[1],[],['inter-personal']
tr_4080,3,A,1,January would be a good month for a mountain retreat .,happiness,[2],[],['inter-personal']
tr_4080,4,B,1,"I like the mountain idea , but I am not so sure about the month of January .",happiness,[4],"['I like the mountain idea , but I am not so sure about the month of January .']",['no-context']
tr_4080,5,A,1,"You know , now that I think about it , you might be right .",happiness,[4],[],['inter-personal']
tr_4080,6,B,1,April might be nice .,happiness,"[5, 6]",['April might be nice .'],"['no-context', 'inter-personal']"
tr_4080,6,B,2,It is far enough away to make the necessary arrangements .,happiness,"[5, 6]",[],"['no-context', 'inter-personal']"
tr_4080,7,A,1,That is a good suggestion .,happiness,[6],[],['inter-personal']
tr_4080,8,B,1,We could ask everyone what would be the best time for them .,happiness,[7],[],['inter-personal']
tr_4080,9,A,1,"Yeah , that would let us know what would work best .",happiness,"[8, 9]","['Yeah , that would let us know what would work best .']","['no-context', 'inter-personal']"
tr_4080,10,B,1,I'll put the survey online this afternoon .,happiness,[9],[],['inter-personal']
tr_3025,1,A,1,I really like the book you lent me the other day .,happiness,[1],['I really like the book you lent me the other day .'],['no-context']
tr_3025,2,B,1,I'm glad you like it .,happiness,"[1, 2]","[""I'm glad you like it .""]","['no-context', 'inter-personal']"
tr_3025,3,A,1,And thank you very much for letting me keep it so long .,happiness,"[1, 3]",['And thank you very much for letting me keep it so long .'],"['no-context', 'self-contagion']"
tr_3025,4,B,1,Not at all .,happiness,"[1, 2, 3]",[],['hybrid']
tr_3025,5,A,1,Everyone in our class enjoyed it too .,happiness,"[1, 5]",[],"['no-context', 'self-contagion']"
tr_3025,5,A,2,It ' s very interesting .,happiness,"[1, 5]",[],"['no-context', 'self-contagion']"
tr_3025,6,B,1,"Oh , I'm glad .",happiness,"[1, 2, 5]",[],['hybrid']
tr_3025,7,A,1,Would you mind me keeping it for another three days ?,happiness,[1],[],['self-contagion']
tr_3025,8,B,1,No problem .,happiness,"[1, 2, 3]",[],['hybrid']
tr_1531,1,A,1,"Hello , Joanna .",happiness,[1],[],['no-context']
tr_1531,1,A,2,You are looking very charming in the new dress .,happiness,[1],['You are looking very charming in the new dress .'],['no-context']
tr_1531,2,B,1,Thanks .,neutral,[],[],[]
tr_1531,2,B,2,Does it suit me ?,neutral,[],[],[]
tr_1531,3,A,1,"Yes , it suits you very well .",happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_1531,3,A,2,It certainly is unique .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_1531,3,A,3,I don ' t think I ' Ve seen anything like it before .,happiness,"[1, 3]","[""I don ' t think I ' Ve seen anything like it before .""]","['no-context', 'self-contagion']"
tr_1531,4,B,1,I know .,happiness,[3],[],['inter-personal']
tr_1531,4,B,2,That ' s why I bought it .,happiness,[3],[],['inter-personal']
tr_1531,4,B,3,I hate wearing the same styles like everybody else is wearing .,happiness,[3],[],['inter-personal']
tr_1531,5,A,1,"And the necklace , it matches your dress marvelously .",happiness,"[1, 3, 5]","['And the necklace , it matches your dress marvelously .']","['no-context', 'self-contagion']"
tr_1531,6,B,1,It ' s very nice of you to say so .,happiness,"[3, 5]",[],['inter-personal']
tr_1531,6,B,2,"I should say you are glamorous yourself , as a matter of fact .",happiness,"[3, 5]",[],['inter-personal']
tr_1531,7,A,1,Thank you for saying so .,happiness,"[1, 3, 5, 6]",[],['hybrid']
tr_3477,1,A,1,What a beautiful view .,happiness,[1],['What a beautiful view .'],['no-context']
tr_3477,2,B,1,It sure is .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3477,2,B,2,The Grand Canyon is truly a masterpiece .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3477,2,B,3,No man could ever make anything like this .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3477,3,A,1,What is that below ?,happiness,"[1, 2]",[],['hybrid']
tr_3477,4,B,1,It is the Colorado River .,happiness,"[1, 2]",[],['hybrid']
tr_3477,4,B,2,You can go down the river in a boat if you wish .,happiness,"[1, 2]",[],['hybrid']
tr_3477,5,A,1,No . Thank you .,neutral,[],[],[]
tr_3477,5,A,2,It looks a bit too dangerous for me .,neutral,[],[],[]
tr_3477,6,B,1,There is a beautiful state park here .,happiness,"[6, 6]",['There is a beautiful state park here .'],['no-context']
tr_3477,6,B,2,I can see why so many people come out here to camp .,happiness,"[6, 6]",['I can see why so many people come out here to camp .'],['no-context']
tr_3477,7,A,1,"Yes , there is beautiful view .",happiness,"[6, 6, 7]",[],"['no-context', 'inter-personal']"
tr_3477,7,A,2,"You can go fishing , camping and also enjoy this beautiful clean air .",happiness,"[6, 6, 7]",[],"['no-context', 'inter-personal']"
tr_3477,8,B,1,It definitely is a nice change from the polluted and crowded city .,happiness,"[6, 6, 8]",['It definitely is a nice change from the polluted and crowded city .'],"['no-context', 'self-contagion']"
tr_3477,9,A,1,That's true .,happiness,"[6, 6, 7, 8]",[],['hybrid']
tr_774,1,A,1,"Mom , I just finished my paper .",happiness,[1],"['Mom , I just finished my paper .']",['no-context']
tr_774,1,A,2,Can you proofread it before I hand it in ?,happiness,[1],[],['no-context']
tr_774,2,B,1,"Sure , let ' s take a look .",happiness,[2],[],['no-context']
tr_774,2,B,2,"Sweetie , this is terrific .",happiness,[2],[],['no-context']
tr_774,2,B,3,Your ideas are so original .,happiness,[2],[],['no-context']
tr_774,3,A,1,Thanks .,happiness,[2],[],['inter-personal']
tr_774,4,B,1,I can tell you worked hard on it .,happiness,[2],[],['self-contagion']
tr_774,5,A,1,I really did !,happiness,[4],[],['inter-personal']
tr_774,5,A,2,I started thinking about what I wanted to say three weeks ago .,happiness,[4],[],['inter-personal']
tr_774,6,B,1,"Well , it was definitely worth all the time .",happiness,"[5, 6]","['Well , it was definitely worth all the time .']","['no-context', 'inter-personal']"
tr_774,7,A,1,Let ' s just hope my teacher agrees .,happiness,[6],[],['inter-personal']
tr_2217,1,A,1,Will you be joining Billy and I at the Bar ?,neutral,[],[],[]
tr_2217,2,B,1,Which one will you be going to ?,neutral,[],[],[]
tr_2217,3,A,1,We are going to try the new one that opened up on 17th Street .,neutral,[],[],[]
tr_2217,4,B,1,"Sure , I've been meaning to visit that place myself .",happiness,"[3, 4]","[""Sure , I've been meaning to visit that place myself .""]","['no-context', 'inter-personal']"
tr_2217,5,A,1,I want to stop off at my apartment to get changed so I should be there by 9 pm .,neutral,[],[],[]
tr_2217,6,B,1,"OK , can I bring a date with me ?",neutral,[],[],[]
tr_2217,7,A,1,Certainly .,happiness,"[6, 7]",[],"['no-context', 'inter-personal']"
tr_2217,7,A,2,"But if there are going to be four of us , I had better make reservations .",happiness,"[6, 7]","['But if there are going to be four of us , I had better make reservations .']","['no-context', 'inter-personal']"
tr_2217,8,B,1,Yes .,happiness,"[7, 8]",[],"['no-context', 'inter-personal']"
tr_2217,8,B,2,that is a very good idea .,happiness,"[7, 8]",['that is a very good idea .'],"['no-context', 'inter-personal']"
tr_2217,8,B,3,It would be a shame if we could not find a place to sit .,happiness,"[7, 8]",[],"['no-context', 'inter-personal']"
tr_2217,9,A,1,Then I'II make reservations for 9 pm for a party of four .,happiness,"[6, 7]",[],['hybrid']
tr_2217,10,B,1,I'll be there .,happiness,"[9, 10]","[""I'll be there .""]","['no-context', 'inter-personal']"
tr_2217,10,B,2,"Oh , is there a cover charge at the bar ?",happiness,"[9, 10]",[],"['no-context', 'inter-personal']"
tr_2217,11,A,1,Not that I know of .,neutral,[],[],[]
tr_2217,11,A,2,Why do you ask ?,neutral,[],[],[]
tr_2217,12,B,1,I want to make sure I bring enough money for my date and I .,neutral,[],[],[]
tr_2217,13,A,1,I hear the drinks and food there are moderately priced .,neutral,[],[],[]
tr_2217,13,A,2,You should be fine .,neutral,[],[],[]
tr_2217,14,B,1,One last question .,neutral,[],[],[]
tr_2217,14,B,2,Is there a dress code there ?,neutral,[],[],[]
tr_2217,15,A,1,"No , its very casual there .",neutral,[],[],[]
tr_2217,15,A,2,Leave your jacket and tie at home .,neutral,[],[],[]
tr_2217,16,B,1,Perfect .,happiness,"[15, 16]",[],"['no-context', 'inter-personal']"
tr_2217,16,B,2,I wanted to have a casual evening tonight .,happiness,"[15, 16]",[],"['no-context', 'inter-personal']"
tr_2217,17,A,1,I'll see you there at 9pm .,happiness,[17],"[""I'll see you there at 9pm .""]",['no-context']
tr_2217,18,B,1,Okay .,happiness,[17],[],['inter-personal']
tr_2217,18,B,2,See you then .,happiness,[17],[],['inter-personal']
tr_5190,1,A,1,"Can I help you , sir ?",neutral,[],[],[]
tr_5190,2,B,1,"Yes , please .",neutral,[],[],[]
tr_5190,2,B,2,I'm picking out some presents for my children and wife .,neutral,[],[],[]
tr_5190,3,A,1,What kind of presents do you want ?,neutral,[],[],[]
tr_5190,4,B,1,"Actually , I don't know exactly .",neutral,[],[],[]
tr_5190,4,B,2,Do you have anything recommended ?,neutral,[],[],[]
tr_5190,5,A,1,OK .,neutral,[],[],[]
tr_5190,5,A,2,How about some very cool sneakers for your children ?,neutral,[],[],[]
tr_5190,5,A,3,"Anyway , it won't cost you much .",neutral,[],[],[]
tr_5190,5,A,4,It's only around $ 59 .,neutral,[],[],[]
tr_5190,5,A,5,95 for each pair .,neutral,[],[],[]
tr_5190,5,A,6,It might be cheaper than that in America .,neutral,[],[],[]
tr_5190,6,B,1,"Hey , How did you know I came from America ?",surprise,"[5, 6]","['Hey , How did you know I came from America ?']","['no-context', 'inter-personal']"
tr_5190,7,A,1,"Just a hunch , sir .",neutral,[],[],[]
tr_5190,8,B,1,How much again ?,neutral,[],[],[]
tr_5190,9,A,1,$ 59 .,neutral,[],[],[]
tr_5190,9,A,2,95 .,neutral,[],[],[]
tr_5190,10,B,1,That's really cheap for shoes like those .,happiness,[10],"[""That's really cheap for shoes like those .""]",['no-context']
tr_5190,10,B,2,"OK , I'll take 5 pairs .",happiness,[10],[],['no-context']
tr_5190,11,A,1,"Sorry , sir .",neutral,[],[],[]
tr_5190,12,B,1,Why not ?,neutral,[],[],[]
tr_5190,13,A,1,"Because in this duty-free shop , your total expenditure cannot be over $ 300 and you also have one more present to buy for your wife .",neutral,[],[],[]
tr_5190,14,B,1,"Oh , my God .",neutral,[],[],[]
tr_5190,14,B,2,I've totally forgotten about that .,neutral,[],[],[]
tr_5190,14,B,3,"Anyway , I think she would like a bottle of perfume .",neutral,[],[],[]
tr_5190,15,A,1,That's good .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_5190,15,A,2,And I can also recommend you a good one .,happiness,"[14, 15]",['And I can also recommend you a good one .'],"['no-context', 'inter-personal']"
tr_5190,15,A,3,It's the brand of DENY .,happiness,"[14, 15]",[],"['no-context', 'inter-personal']"
tr_5190,16,B,1,DENY ?,neutral,[],[],[]
tr_5190,16,B,2,That's very expensive in America .,neutral,[],[],[]
tr_5190,16,B,3,It costs nearly $ 70 for only 50ml .,neutral,[],[],[]
tr_5190,16,B,4,DKNY ?,neutral,[],[],[]
tr_5190,17,A,1,It's $ 60 here .,neutral,[],[],[]
tr_5190,18,B,1,That's very unbelievable .,surprise,"[17, 18]",[],"['no-context', 'inter-personal']"
tr_5190,18,B,2,Is it fake ?,surprise,"[17, 18]",[],"['no-context', 'inter-personal']"
tr_5190,19,A,1,"Of course not , sir .",neutral,[],[],[]
tr_5190,20,B,1,"OK , I'll take one .",neutral,[],[],[]
tr_109,1,A,1,"Happy anniversary , sweetheart !",happiness,[1],"['Happy anniversary , sweetheart !']",['no-context']
tr_109,2,B,1,Yes .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_109,2,B,2,to our first anniversary and many more to come .,happiness,"[1, 2]",['to our first anniversary and many more to come .'],"['no-context', 'inter-personal']"
tr_109,2,B,3,Cheers !,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_109,3,A,1,I'll drink to that .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_109,3,A,2,Thanks for making this a night worth remembering .,happiness,"[1, 3]",['Thanks for making this a night worth remembering .'],"['no-context', 'self-contagion']"
tr_109,4,B,1,"Well , it's a special day .",happiness,"[1, 2, 4]","[""Well , it's a special day .""]","['no-context', 'hybrid']"
tr_109,4,B,2,"They say if you survive the first year , the rest is smooth sailing .",happiness,"[1, 2, 4]",[],"['no-context', 'hybrid']"
tr_109,5,A,1,That's good to know .,happiness,"[1, 4, 5]",[],"['no-context', 'hybrid']"
tr_109,5,A,2,"Oh , listen !",happiness,"[1, 4, 5]",[],"['no-context', 'hybrid']"
tr_109,5,A,3,The band's playing our song .,happiness,"[1, 4, 5]",[],"['no-context', 'hybrid']"
tr_109,6,B,1,I requested it .,happiness,"[1, 2, 5]",[],['hybrid']
tr_109,6,B,2,What do you say ?,happiness,"[1, 2, 5]",[],['hybrid']
tr_109,6,B,3,Do you have your dancing shoes on ?,happiness,"[1, 2, 5]",[],['hybrid']
tr_109,7,A,1,Always .,happiness,"[1, 4, 5]",[],['hybrid']
tr_1026,1,A,1,"Hello , Kevin .",sadness,[1],[],['no-context']
tr_1026,1,A,2,"I hate to do this , but I have to cancel our appointment .",sadness,[1],"['I hate to do this , but I have to cancel our appointment .']",['no-context']
tr_1026,2,B,1,"Oh , no !",surprise,[1],[],['inter-personal']
tr_1026,2,B,2,Why ?,surprise,[1],[],['inter-personal']
tr_1026,2,B,3,I was looking forward to seeing you at my new place .,surprise,[1],[],['inter-personal']
tr_1026,3,A,1,"Yeah , I really wanted to come , too .",neutral,[],[],[]
tr_1026,3,A,2,But something unexpected in Shanghai have come up .,neutral,[],[],[]
tr_1026,3,A,3,"I have to fly out for a few days , but I'll be back soon .",neutral,[],[],[]
tr_1026,4,B,1,No problem .,neutral,[],[],[]
tr_1026,4,B,2,Call me when you get back .,neutral,[],[],[]
tr_1026,5,A,1,I should have some free time next week .,neutral,[],[],[]
tr_1026,5,A,2,"Say , next Wednesday evening ?",neutral,[],[],[]
tr_1026,6,B,1,"That's good for me , but do you think you'll be back by then ?",happiness,"[5, 6]",[],"['no-context', 'inter-personal']"
tr_1026,6,B,2,I'd really like to see you .,happiness,"[5, 6]","[""I'd really like to see you .""]","['no-context', 'inter-personal']"
tr_1026,7,A,1,"Yeah , I'm expecting to come back on Tuesday .",neutral,[],[],[]
tr_1026,8,B,1,Great !,happiness,"[5, 6, 8]",[],"['no-context', 'hybrid']"
tr_1026,8,B,2,That's settled then .,happiness,"[5, 6, 8]",[],"['no-context', 'hybrid']"
tr_1026,9,A,1,OK .,neutral,[],[],[]
tr_2105,1,A,1,"How are you doing , Andrew ?",neutral,[],[],[]
tr_2105,2,B,1,Not well .,neutral,[],[],[]
tr_2105,2,B,2,I ' Ve been feeling pretty lonely lately .,neutral,[],[],[]
tr_2105,3,A,1,But you have so many friends !,neutral,[],[],[]
tr_2105,3,A,2,How could you be lonely ?,neutral,[],[],[]
tr_2105,4,B,1,You know what they say'a friend to all is a friend to none ' .,neutral,[],[],[]
tr_2105,4,B,2,I don ' t feel like I really know any of my friends .,neutral,[],[],[]
tr_2105,4,B,3,"In fact , I should probably call them acquaintances , not friends .",neutral,[],[],[]
tr_2105,5,A,1,What about me ?,neutral,[],[],[]
tr_2105,5,A,2,I ' m your friend .,neutral,[],[],[]
tr_2105,6,B,1,"I know you are , you are my girlfriend .",neutral,[],[],[]
tr_2105,6,B,2,I wish I had a guy friend to hang out with sometimes .,neutral,[],[],[]
tr_2105,7,A,1,I know what you mean .,neutral,[],[],[]
tr_2105,7,A,2,"I find it difficult to make new friends , too .",neutral,[],[],[]
tr_2105,7,A,3,"It ' s not as easy as it was when we were young , is it ?",neutral,[],[],[]
tr_2105,8,B,1,Not at all .,neutral,[],[],[]
tr_2105,9,A,1,I ' Ve made a lot of new friends since I started learning English .,happiness,[9],"[""I ' Ve made a lot of new friends since I started learning English .""]",['no-context']
tr_2105,9,A,2,Maybe you could join a club or take a class to make some new friends .,happiness,[9],[],['no-context']
tr_2105,10,B,1,That ' s a good idea .,happiness,[9],[],['inter-personal']
tr_2105,11,A,1,What kind of qualities do you look for in a friend ?,neutral,[],[],[]
tr_2105,12,B,1,I ' m not sure .,neutral,[],[],[]
tr_2105,12,B,2,I guess I ' d like to meet some people who have a positive attitude and want to have a good time .,neutral,[],[],[]
tr_2105,13,A,1,People who play ultimate Frisbee have a positive attitude ; maybe you should join the ultimate Frisbee club .,happiness,[13],['People who play ultimate Frisbee have a positive attitude ; maybe you should join the ultimate Frisbee club .'],['no-context']
tr_2105,14,B,1,That ' s a possibility .,happiness,[13],[],['inter-personal']
tr_2105,14,B,2,Thanks !,happiness,[13],[],['inter-personal']
tr_3357,1,A,1,This is how a holiday should be .,happiness,[1],[],['no-context']
tr_3357,1,A,2,Relaxing on the beach with a nice cool drink .,happiness,[1],['Relaxing on the beach with a nice cool drink .'],['no-context']
tr_3357,2,B,1,Isn ' t it wonderful here ?,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3357,2,B,2,The kids are enjoying themselves in the swimming pool .,happiness,"[1, 2]",['The kids are enjoying themselves in the swimming pool .'],"['no-context', 'inter-personal']"
tr_3357,2,B,3,I hope it ' s safe .,happiness,"[1, 2]",[],"['no-context', 'inter-personal']"
tr_3357,3,A,1,Don ' t worry about them .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,2,They ' re very responsible .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,3,"Besides , there are many people there and there ' s lifeguard employed by the hotel .",happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,4,Waiter !,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,5,Could I have another drink pleas ?,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,6,Thank you .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_3357,3,A,7,"So , what shall we do this evening ?",happiness,"[1, 3]","['So , what shall we do this evening ?']","['no-context', 'self-contagion']"
tr_3357,4,B,1,The kids said that they wanted to go to a party at the hotel .,happiness,[1],[],['inter-personal']
tr_3357,4,B,2,There ' s a special one just for kids .,happiness,[1],[],['inter-personal']
tr_3357,5,A,1,"So , we could try that restaurant that was recommended in the guidebook .",happiness,"[1, 5]",[],"['no-context', 'self-contagion']"
tr_3357,5,A,2,Then we could go to a club .,happiness,"[1, 5]",[],"['no-context', 'self-contagion']"
tr_3357,5,A,3,We haven ' t been to one for ages .,happiness,"[1, 5]",[],"['no-context', 'self-contagion']"
tr_3357,6,B,1,That ' s a great idea .,happiness,"[1, 5, 6]",[],"['no-context', 'inter-personal']"
tr_3357,6,B,2,We can really enjoy ourselves without worrying about the kids .,happiness,"[1, 5, 6]",['We can really enjoy ourselves without worrying about the kids .'],"['no-context', 'inter-personal']"
tr_3357,7,A,1,"Now , how about going for a swim in the sea ?",happiness,"[1, 5, 6, 7]","['Now , how about going for a swim in the sea ?']","['no-context', 'hybrid']"
tr_3357,7,A,2,We shouldn ' t sunbathe all day .,happiness,"[1, 5, 6, 7]",[],"['no-context', 'hybrid']"
tr_1569,1,A,1,Hey Joanne .,neutral,[],[],[]
tr_1569,1,A,2,What are you up to ?,neutral,[],[],[]
tr_1569,2,B,1,I'm just watching some television .,neutral,[],[],[]
tr_1569,3,A,1,I'm so bored .,neutral,[],[],[]
tr_1569,3,A,2,I don't know what I'm going to do today and it is only ten in the morning .,neutral,[],[],[]
tr_1569,4,B,1,Me too .,neutral,[],[],[]
tr_1569,4,B,2,Do you think we are boring people ?,neutral,[],[],[]
tr_1569,5,A,1,I don't think we are boring .,neutral,[],[],[]
tr_1569,5,A,2,It's just that we don't have any hobbies .,neutral,[],[],[]
tr_1569,6,B,1,That's right .,neutral,[],[],[]
tr_1569,6,B,2,What do you think we should do as a hobby ?,neutral,[],[],[]
tr_1569,7,A,1,That all depends on what you like to do .,neutral,[],[],[]
tr_1569,7,A,2,"For example , I like to doodle on the notepad , so I'm thinking about doing some real drawings .",neutral,[],[],[]
tr_1569,8,B,1,I like to play the piano for fun .,happiness,[8],['I like to play the piano for fun .'],['no-context']
tr_1569,9,A,1,Yeah .,happiness,"[8, 9]",[],"['no-context', 'inter-personal']"
tr_1569,9,A,2,That can be a good hobby .,happiness,"[8, 9]",['That can be a good hobby .'],"['no-context', 'inter-personal']"
tr_1569,10,B,1,Hobbies are great .,happiness,[10],[],['no-context']
tr_1569,10,B,2,I'm going to make a list of all the things I like to do .,happiness,[10],[],['no-context']
tr_1569,11,A,1,That's a great idea .,happiness,"[10, 11]",[],"['no-context', 'inter-personal']"
tr_1569,11,A,2,I'm going to do the same .,happiness,"[10, 11]","[""I'm going to do the same .""]","['no-context', 'inter-personal']"
tr_4182,1,A,1,"Nice weather , honey !",happiness,[1],"['Nice weather , honey !']",['no-context']
tr_4182,2,B,1,The days are getting longer !,happiness,"[1, 2]",['The days are getting longer !'],"['no-context', 'inter-personal']"
tr_4182,3,A,1,May and Daniel often like this kind of weather .,happiness,"[1, 3]",['May and Daniel often like this kind of weather .'],"['no-context', 'self-contagion']"
tr_4182,4,B,1,"Yeah , they can enjoy themselves in the day time and it is not so hot .",happiness,"[1, 2, 4]","['Yeah , they can enjoy themselves in the day time and it is not so hot .']","['no-context', 'hybrid']"
tr_4182,5,A,1,"Honey , how about taking them to the beach this weekend ?",happiness,[5],"['Honey , how about taking them to the beach this weekend ?']",['no-context']
tr_4182,6,B,1,That's great !,happiness,[5],[],['inter-personal']
tr_4182,7,A,1,"Since last time we've climbed the mountain , we haven't gone out for a long time .",happiness,[5],[],['self-contagion']
tr_4182,8,B,1,And this kind of weather is rare for the season either .,happiness,"[1, 2, 8]",['And this kind of weather is rare for the season either .'],"['no-context', 'hybrid']"
tr_4182,9,A,1,"Yes , I remember last year this time , the weather is so hot .",happiness,[8],[],['inter-personal']
tr_4182,10,B,1,So we must seize this chance to go the beach .,happiness,[10],['So we must seize this chance to go the beach .'],['no-context']
tr_4182,11,A,1,Daniel loves the beach very much !,happiness,[11],['Daniel loves the beach very much !'],['no-context']
tr_4182,12,B,1,He will enjoy himself this weekend .,happiness,"[11, 12]",['He will enjoy himself this weekend .'],"['no-context', 'inter-personal']"
tr_3399,1,A,1,"Hello Bill , what's new ?",happiness,['b'],[],['latent']
tr_3399,2,B,1,Bob and Mary are back together .,happiness,[2],['Bob and Mary are back together .'],['no-context']
tr_3399,3,A,1,I'm glad to hear it .,happiness,[2],[],['inter-personal']
tr_3399,4,B,1,"Me too , they're such a nice couple .",happiness,"[2, 3]",[],['hybrid']
tr_1522,1,A,1,How happy you are !,happiness,[1],[],['no-context']
tr_1522,1,A,2,Next Monday is your wedding day .,happiness,[1],[],['no-context']
tr_1522,1,A,3,Congratulations !,happiness,[1],[],['no-context']
tr_1522,2,B,1,Thank you !,happiness,[1],[],['inter-personal']
tr_1522,3,A,1,Fred is really a good guy .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_1522,3,A,2,And he loves you so much .,happiness,"[1, 3]",[],"['no-context', 'self-contagion']"
tr_1522,4,B,1,Yeah .,happiness,"[1, 3, 4]",[],"['no-context', 'inter-personal']"
tr_1522,4,B,2,I'm lucky to be his wife .,happiness,"[1, 3, 4]","[""I'm lucky to be his wife .""]","['no-context', 'inter-personal']"
tr_1522,5,A,1,"He's after your own heart , it is important .",happiness,"[1, 3, 4, 5]","[""He's after your own heart , it is important .""]","['no-context', 'hybrid']"
